ORDER_ID,ASN_DN,SHIPMENT_MODE,SCHEDULED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_RECORDED_DATE
SO-43210,DN-3030,Truck,0013-03-14,0013-03-14,0013-03-14
SO-43580,DN-3033,Truck,0013-03-31,0013-03-14,0013-03-14
SO-43920,DN-3035,Air,0013-03-15,0013-03-01,0013-03-01
SO-44440,DN-3044,Air,0013-04-30,0013-03-21,0013-03-21
SO-44400,DN-3015,Air,0013-04-09,0013-03-14,0013-03-14
SO-44400,DN-3015,Air,0013-04-09,0013-03-14,0013-03-14
SO-43960,DN-3042,Air,0013-03-09,0013-03-07,0013-03-07
SO-44280,DN-3050,Truck,0013-04-30,0013-03-23,0013-03-23
SO-44540,DN-3058,Air,0013-04-03,0013-03-15,0013-03-15
SO-44520,DN-3060,Air,0013-04-18,0013-03-15,0013-03-15
SO-42411,DN-3073,Truck,0013-05-31,0013-04-29,0013-04-29
SO-43771,DN-3078,Truck,0013-07-01,0013-04-16,0013-04-16
SO-44421,DN-3091,Air,0013-04-23,0013-04-02,0013-04-02
SO-44640,DN-3096,Air,0013-05-02,0013-05-10,0013-05-10
SO-44381,DN-3101,Truck,0013-05-31,0013-05-14,0013-05-14
SO-43130,DN-3103,Truck,0013-05-31,0013-04-22,0013-04-22
SO-43951,DN-3119,Truck,0013-05-08,0013-05-09,0013-05-09
SO-43962,DN-3123,Air,0013-04-30,0013-05-09,0013-05-09
SO-43942,DN-3124,Air,0013-04-30,0013-05-09,0013-05-09
SO-43650,DN-3121,Air,0013-08-09,0013-08-09,0013-08-09
SO-44630,DN-3125,Air,0013-04-30,0013-04-24,0013-04-24
SO-44630,DN-3125,Air,0013-04-30,0013-04-24,0013-04-24
SO-43710,DN-3131,Truck,0013-05-06,0013-04-29,0013-04-29
SO-43720,DN-3132,Truck,0013-05-30,0013-04-29,0013-04-29
SO-43791,DN-3112,Truck,0013-07-14,0013-07-26,0013-07-26
SO-44751,DN-3144,Air Charter,0013-08-21,0013-05-03,0013-05-03
SO-44761,DN-3160,Air,0013-06-28,0013-05-27,0013-05-27
SO-43849,DN-3171,Air Charter,0013-05-21,0013-05-10,0013-05-10
SO-44262,DN-3172,Air Charter,0013-05-28,0013-05-10,0013-05-10
SO-43852,DN-3173,Air Charter,0013-06-04,0013-05-10,0013-05-10
SO-43460,DN-3186,Truck,0013-06-28,0013-06-07,0013-06-07
SO-44383,DN-3194,Air,0013-05-31,0013-06-18,0013-06-18
SO-44982,DN-3207,Truck,0013-08-23,0013-06-18,0013-06-18
SO-43870,DN-3221,Truck,0013-07-31,0013-07-18,0013-07-18
SO-43910,DN-3237,Truck,0013-07-31,0013-08-26,0013-08-26
SO-44220,DN-3216,Truck,0013-07-31,0013-08-06,0013-08-06
SO-44922,DN-3242,Air Charter,0013-09-04,0013-07-23,0013-07-23
SO-45470,DN-3256,Air,0013-08-06,0013-08-20,0013-08-20
SO-45470,DN-3256,Air,0013-08-06,0013-08-20,0013-08-20
SO-45061,DN-3258,Truck,0013-09-06,0013-07-30,0013-07-30
SO-45880,DN-3263,Air,0013-09-27,0013-09-27,0013-09-27
SO-45870,DN-3267,Air,0013-08-29,0013-09-13,0013-09-13
SO-45020,DN-3268,Air,0013-08-27,0014-02-08,0014-03-11
SO-45020,DN-3268,Air,0013-08-27,0014-02-08,0014-03-11
SO-45030,DN-3269,Air,0013-08-28,0014-02-08,0014-03-11
SO-45030,DN-3269,Air,0013-08-28,0014-02-08,0014-03-11
SO-45991,DN-3304,Truck,0013-11-20,0013-09-09,0013-09-09
SO-45490,DN-3305,Air,0013-11-29,0013-10-16,0013-10-23
SO-43141,DN-3308,Truck,0013-10-15,0013-09-18,0013-09-18
SO-44865,DN-3318,Truck,0013-10-31,0013-10-31,0013-11-12
SO-45040,DN-3332,Air,0013-09-30,0013-10-04,0013-10-22
SO-44870,DN-3339,Truck,0013-10-31,0013-11-13,0013-12-02
SO-43462,DN-3340,Truck,0013-11-05,0013-11-05,0013-11-12
SO-46130,DN-3349,Air,0013-10-29,0013-10-16,0013-10-29
SO-46150,DN-3355,Air,0013-10-29,0013-10-10,0013-10-29
SO-44926,DN-3365,Air Charter,0013-10-31,0013-10-14,0013-10-24
SO-44932,DN-3366,Air Charter,0013-10-31,0013-10-14,0013-10-24
SO-45661,DN-3368,Air Charter,0013-11-18,0013-10-14,0013-10-24
SO-44934,DN-3370,Air Charter,0013-10-31,0013-10-14,0013-10-24
SO-44210,DN-3371,Truck,0013-10-31,0013-10-22,0013-11-19
SO-45892,DN-3376,Truck,0013-11-29,0013-11-28,0013-12-12
SO-46830,DN-3402,Truck,0013-12-16,0013-12-20,0014-01-17
SO-44360,DN-3413,Truck,0013-11-30,0013-11-25,0013-12-09
SO-45893,DN-3428,Truck,0013-11-29,0014-01-30,0014-02-17
SO-45080,DN-3432,Truck,0014-01-24,0014-01-24,0014-01-31
SO-47221,DN-3436,Air Charter,0013-11-18,0013-11-26,0013-12-05
SO-46331,DN-3446,Air,0014-01-03,0014-01-03,0014-01-17
SO-44180,DN-3447,Truck,0013-12-17,0013-12-17,0014-01-20
SO-45995,DN-3458,Truck,0013-12-31,0014-02-25,0014-03-13
SO-45895,DN-3459,Truck,0014-01-06,0014-01-06,0014-01-29
SO-46170,DN-3554,Truck,0014-03-31,0014-03-28,0014-04-04
SO-47180,DN-3475,Air Charter,0014-01-31,0014-01-10,0014-01-15
SO-45662,DN-3476,Air Charter,0014-01-17,0014-01-10,0014-01-16
SO-46482,DN-3479,Truck,0014-01-31,0014-01-23,0014-01-31
SO-45896,DN-3483,Truck,0014-01-31,0014-02-10,0014-03-17
SO-46490,DN-3520,Truck,0014-01-31,0014-02-25,0014-03-12
SO-45999,DN-3531,Truck,0014-01-31,0014-02-19,0014-02-24
SO-45897,DN-3535,Truck,0014-01-31,0014-02-19,0014-03-19
SO-45631,DN-3547,Truck,0014-02-28,0014-01-18,0014-03-04
SO-46391,DN-3548,Air,0014-02-28,0014-02-18,0014-03-04
SO-46330,DN-3557,Air,0014-02-28,0014-03-01,0014-04-03
SO-47081,DN-3558,Truck,0014-04-15,0014-03-28,0014-04-04
SO-47081,DN-3558,Truck,0014-04-15,0014-03-28,0014-04-04
SO-47630,DN-3561,Air,0014-05-30,0014-05-19,0014-06-26
SO-45082,DN-3570,Truck,0014-02-28,0014-03-25,0014-04-04
SO-47083,DN-3580,Truck,0014-04-15,0014-04-14,0014-04-17
SO-46002,DN-3582,Truck,0014-04-30,0014-05-02,0014-05-07
SO-46800,DN-3585,Air,0014-03-31,0014-04-03,0014-06-06
SO-47690,DN-3586,Air,0014-03-30,0014-03-24,0014-05-06
SO-47800,DN-3587,Air,0014-05-05,0014-03-24,0014-05-06
SO-46882,DN-3602,Truck,0014-04-30,0014-04-18,0014-05-07
SO-46660,DN-3613,Truck,0014-05-09,0014-05-10,0014-06-20
SO-45666,DN-3620,Air Charter,0014-04-15,0014-04-20,0014-05-02
SO-47730,DN-3626,Air,0014-06-30,0014-04-14,0014-06-06
SO-47084,DN-3627,Truck,0014-06-03,0014-06-03,0014-06-11
SO-47084,DN-3627,Truck,0014-06-03,0014-06-03,0014-06-11
SO-47151,DN-3633,Truck,0014-04-30,0014-04-22,0014-06-11
SO-46802,DN-3635,Air,0014-04-30,0014-04-22,0014-06-11
SO-46310,DN-3679,Truck,0014-05-15,0014-05-12,0014-06-30
SO-47680,DN-3683,Air,0014-05-15,0014-05-12,0014-06-24
SO-47681,DN-3684,Air,0014-05-17,0014-05-29,0014-06-12
SO-47134,DN-3693,Truck,0014-05-30,0014-05-16,0014-06-30
SO-47153,DN-3694,Truck,0014-05-30,0014-05-17,0014-06-30
SO-47203,DN-3701,Truck,0014-05-30,0014-06-06,0014-06-19
SO-47670,DN-3712,Air,0014-05-30,0014-06-25,0014-07-01
SO-47670,DN-3712,Air,0014-05-30,0014-06-25,0014-07-01
SO-47670,DN-3712,Air,0014-05-30,0014-06-25,0014-07-01
SO-46023,DN-3739,Air,0014-06-16,0014-06-04,0014-07-09
SO-45402,DN-3748,Truck,0014-06-30,0014-06-12,0014-07-10
SO-45591,DN-3766,Air,0014-06-30,0014-06-20,0014-07-09
SO-47210,DN-3756,Truck,0014-06-30,0014-07-04,0014-08-04
SO-46874,DN-3760,Truck,0014-06-30,0014-06-20,0014-07-09
SO-49240,DN-3892,Air,0014-09-15,0014-08-29,0014-11-04
SO-47156,DN-3900,Truck,0014-09-30,0014-09-08,0014-09-19
SO-49390,DN-3886,Truck,0014-09-30,0014-10-30,0014-11-13
SO-48161,DN-3787,Truck,0014-08-19,0014-08-13,0014-08-14
SO-47272,DN-3794,Air Charter,0014-06-30,0014-06-20,0014-06-25
SO-48510,DN-3817,Air,0014-09-30,0014-08-29,0014-09-08
SO-47540,DN-3825,Truck,0014-09-30,0014-06-29,0014-08-04
SO-47060,DN-3830,Truck,0014-08-29,0014-08-15,0014-08-25
SO-48860,DN-3836,Air,0014-09-24,0014-10-28,0014-12-04
SO-49130,DN-3837,Air,0014-08-19,0014-10-17,0014-11-21
SO-49120,DN-3842,Air,0014-09-01,0014-09-01,0014-09-02
SO-48850,DN-3843,Air,0014-08-13,0014-09-24,0014-11-06
SO-48520,DN-3844,Air,0014-09-30,0014-07-30,0014-09-05
SO-48150,DN-3845,Truck,0014-09-16,0014-08-01,0014-08-22
SO-43360,DN-3850,Truck,0014-08-29,0014-08-18,0014-09-05
SO-48580,DN-3852,Air,0014-09-30,0014-09-05,0014-09-18
SO-48410,DN-3861,Truck,0014-07-31,0014-09-23,0014-10-06
SO-48980,DN-3863,Truck,0014-09-11,0014-08-09,0014-08-13
SO-49000,DN-3908,Truck,0014-09-30,0014-09-17,0014-09-18
SO-49300,DN-3927,Air,0014-10-30,0014-10-27,0014-11-12
SO-48921,DN-4089,Truck,0015-02-25,0015-01-27,0015-02-03
SO-46700,DN-3967,Truck,0014-11-28,0014-11-20,0014-11-21
SO-47661,DN-3968,Air,0015-01-30,0014-12-17,0014-12-18
SO-48470,DN-3970,Truck,0014-10-31,0014-10-30,0014-11-07
SO-49890,DN-3972,Truck,0014-11-14,0014-10-30,0014-11-07
SO-49101,DN-3981,Truck,0014-10-31,0014-10-24,0014-11-06
SO-49290,DN-3975,Air,0015-01-30,0015-02-18,0015-02-23
SO-49182,DN-4004,Truck,0014-11-24,0014-11-11,0014-11-18
SO-48790,DN-4012,Truck,0015-02-16,0015-01-14,0015-01-19
SO-48880,DN-4032,Truck,0015-03-02,0015-03-02,0015-03-09
SO-48880,DN-4032,Truck,0015-03-02,0015-03-02,0015-03-09
SO-36180,DN-1874,Air,0010-07-28,0010-07-22,0010-07-22
SO-50051,DN-4061,Truck,0015-06-15,0015-01-16,0015-01-26
SO-49052,DN-4064,Truck,0015-02-16,0015-01-19,0015-01-27
SO-48971,DN-4070,Truck,0015-02-16,0015-01-24,0015-02-03
SO-48972,DN-4071,Truck,0015-02-02,0015-01-24,0015-01-27
SO-47900,DN-4039,Truck,0015-01-30,0015-02-11,0015-02-16
SO-47705,DN-4081,Truck,0015-02-27,0015-03-03,0015-03-09
SO-49710,DN-4096,Truck,0015-02-28,0015-03-13,0015-03-17
SO-48994,DN-4101,Truck,0015-02-27,0015-02-25,0015-03-05
SO-49681,DN-4099,Air Charter,0015-02-28,0015-01-14,0015-01-20
SO-50090,DN-4102,Truck,0015-02-27,0015-02-24,0015-02-24
SO-50650,DN-4106,Truck,0015-02-17,0015-01-31,0015-02-02
SO-49630,DN-4111,Truck,0015-03-31,0015-02-19,0015-02-20
SO-48886,DN-4115,Truck,0015-03-16,0015-03-30,0015-03-30
SO-48909,DN-4123,Air Charter,0015-03-02,0015-02-05,0015-02-10
SO-49683,DN-4128,Air Charter,0015-02-28,0015-02-05,0015-02-16
SO-49150,DN-4129,Truck,0015-02-09,0015-02-10,0015-02-20
SO-49050,DN-4138,Truck,0015-02-27,0015-03-11,0015-03-30
SO-49010,DN-4151,Truck,0015-03-16,0015-03-12,0015-03-17
SO-50000,DN-4156,Truck,0015-04-30,0015-03-17,0015-03-18
SO-50270,DN-4144,Air,0015-02-27,0015-02-28,0015-03-05
SO-49940,DN-4162,Truck,0015-03-31,0015-03-24,0015-03-24
SO-48491,DN-4164,Truck,0015-04-30,0015-03-17,0015-03-19
SO-50741,DN-4180,Air,0015-04-30,0015-03-27,0015-04-07
SO-50140,DN-4191,Truck,0015-05-31,0015-05-13,0015-05-15
SO-50140,DN-4191,Truck,0015-05-31,0015-05-13,0015-05-15
SO-50050,DN-4218,Truck,0015-06-15,0015-05-14,0015-05-15
SO-49012,DN-4217,Truck,0015-04-30,0015-04-22,0015-04-24
SO-50050,DN-4218,Truck,0015-06-15,0015-05-14,0015-05-15
SO-50290,DN-4210,Air,0015-06-30,0015-04-22,0015-04-23
SO-50010,DN-4243,Truck,0015-04-30,0015-04-30,0015-04-30
SO-50122,DN-4248,Truck,0015-06-30,0015-06-15,0015-06-15
SO-50671,DN-4249,Truck,0015-04-30,0015-05-15,0015-05-17
SO-49933,DN-4229,Air Charter,0015-06-30,0015-04-15,0015-04-20
SO-50100,DN-4255,Truck,0015-06-19,0015-06-08,0015-06-19
SO-51260,DN-4283,Air,0015-07-08,0015-08-07,0015-08-27
SO-51270,DN-4285,Air,0015-07-08,0015-07-30,0015-07-30
SO-51450,DN-4287,Air,0015-07-28,0015-06-19,0015-06-23
SO-51380,DN-4293,Air,0015-06-22,0015-06-25,0015-06-25
SO-50291,DN-4306,Air,0015-07-31,0015-07-10,0015-07-13
SO-49942,DN-4297,Truck,0015-06-30,0015-06-29,0015-06-30
SO-51440,DN-4282,Air,0015-06-30,0015-06-22,0015-06-29
SO-50020,DN-4307,Truck,0015-07-31,0015-07-15,0015-07-20
SO-50102,DN-4313,Truck,0015-07-31,0015-08-06,0015-08-07
SO-51670,DN-4320,Air,0015-08-10,0015-08-19,0015-08-31
SO-49610,DN-4328,Truck,0015-08-17,0015-08-25,0015-09-03
SO-49283,DN-4331,Truck,0015-08-14,0015-08-25,0015-09-03
SO-51300,DN-4335,Truck,0015-12-31,0015-08-04,0015-08-11
SO-51790,DN-4343,Air,0015-09-30,0015-08-28,0015-09-02
SO-51741,DN-4347,Air,0015-09-08,0015-08-26,0015-09-01
SO-32270,DN-1311,Air Charter,0009-07-30,0009-08-04,0009-08-04
SO-32270,DN-1311,Air Charter,0009-07-30,0009-08-04,0009-08-04
SO-32260,DN-1452,Air Charter,0009-10-30,0009-10-20,0009-10-20
SO-32260,DN-1452,Air Charter,0009-10-30,0009-10-20,0009-10-20
SO-32971,DN-1493,Air Charter,0009-12-18,0009-11-20,0009-11-20
SO-32971,DN-1493,Air Charter,0009-12-18,0009-11-20,0009-11-20
SO-30441,DN-1495,Truck,0009-12-01,0009-11-18,0009-11-18
SO-27190,DN-1500,Truck,0009-11-15,0009-11-09,0009-11-09
SO-27190,DN-1500,Truck,0009-11-15,0009-11-09,0009-11-09
SO-34220,DN-1503,Air,0009-11-18,0009-11-05,0009-11-05
SO-34330,DN-1504,Truck,0009-11-15,0009-11-13,0009-11-13
SO-34150,DN-1507,Air,0009-11-21,0009-11-12,0009-11-12
SO-34500,DN-1523,Air,0009-12-01,0009-12-02,0009-12-02
SO-33170,DN-1524,Air,0009-12-01,0009-12-02,0009-12-02
SO-34460,DN-1527,Air,0009-11-30,0009-12-02,0009-12-02
SO-34240,DN-1530,Air,0009-11-30,0009-11-30,0009-11-30
SO-34190,DN-1531,Air,0009-12-02,0009-11-30,0009-11-30
SO-33190,DN-1521,Air,0009-11-30,0009-11-11,0009-11-11
SO-34270,DN-1541,Air,0009-12-07,0009-11-30,0009-11-30
SO-33140,DN-1562,Air Charter,0009-12-18,0009-12-18,0009-12-18
SO-34760,DN-1573,Truck,0010-01-15,0009-12-03,0009-12-03
SO-34810,DN-1595,Air,0010-02-03,0009-12-23,0009-12-23
SO-35250,DN-1602,Air,0010-02-11,0009-12-18,0009-12-18
SO-35170,DN-1605,Air,0010-01-11,0010-01-08,0010-01-08
SO-35470,DN-1616,Air,0010-02-28,0010-01-15,0010-01-15
SO-34521,DN-1620,Air,0010-02-08,0010-01-23,0010-01-23
SO-34850,DN-1636,Truck,0010-02-11,0010-01-29,0010-01-29
SO-35800,DN-1642,Air,0010-04-06,0010-02-15,0010-02-15
SO-33690,DN-1643,Truck,0010-03-15,0010-03-05,0010-03-05
SO-33690,DN-1643,Truck,0010-03-15,0010-03-05,0010-03-05
SO-33690,DN-1643,Truck,0010-03-15,0010-03-05,0010-03-05
SO-27210,DN-1657,Truck,0010-03-31,0010-03-12,0010-03-12
SO-34410,DN-1662,Air,0010-03-09,0010-03-01,0010-03-01
SO-35920,DN-1667,Air,0010-03-10,0010-03-03,0010-03-03
SO-34690,DN-1673,Air,0010-03-15,0010-03-15,0010-03-15
SO-34690,DN-1673,Air,0010-03-15,0010-03-15,0010-03-15
SO-35630,DN-1675,Air,0010-03-22,0010-03-17,0010-03-17
SO-34414,DN-1676,Air,0010-03-09,0010-03-10,0010-03-10
SO-35050,DN-1715,Air Charter,0010-04-19,0010-03-31,0010-03-31
SO-35060,DN-1720,Air Charter,0010-04-19,0010-03-31,0010-03-31
SO-35061,DN-1723,Air Charter,0010-04-19,0010-03-30,0010-03-30
SO-35080,DN-1728,Air Charter,0010-04-19,0010-05-18,0010-05-18
SO-35096,DN-1746,Air Charter,0010-04-19,0010-03-31,0010-03-31
SO-35000,DN-1751,Truck,0010-04-12,0010-03-25,0010-03-25
SO-36250,DN-1769,Air,0010-06-04,0010-04-12,0010-04-12
SO-36390,DN-1773,Air,0010-06-15,0010-04-19,0010-04-19
SO-34918,DN-1783,Air Charter,0010-05-31,0010-05-18,0010-05-18
SO-35090,DN-1784,Air Charter,0010-05-31,0010-05-18,0010-05-18
SO-36640,DN-1800,Air,0010-06-30,0010-05-27,0010-05-27
SO-35024,DN-1807,Air Charter,0010-05-31,0010-05-18,0010-05-18
SO-36002,DN-1814,Air Charter,0010-05-31,0010-05-18,0010-05-18
SO-33700,DN-1828,Truck,0010-05-17,0010-05-11,0010-05-11
SO-35900,DN-1830,Air,0010-05-28,0010-05-31,0010-05-31
SO-35562,DN-2004,Air,0010-09-30,0010-09-06,0010-09-06
SO-35730,DN-1832,Truck,0010-06-30,0010-06-14,0010-06-14
SO-36270,DN-1834,Air,0010-05-31,0010-05-19,0010-05-19
SO-35350,DN-1839,Truck,0010-07-30,0010-05-31,0010-05-31
SO-36151,DN-1841,Air,0010-06-09,0010-05-25,0010-05-25
SO-34640,DN-1842,Air,0010-06-02,0010-06-09,0010-06-09
SO-36140,DN-1853,Air,0010-06-09,0010-06-15,0010-06-15
SO-36811,DN-1869,Air,0010-06-30,0010-06-18,0010-06-18
SO-36580,DN-1870,Air,0010-07-15,0010-07-07,0010-07-07
SO-36850,DN-1875,Truck,0010-11-04,0010-06-29,0010-06-29
SO-37050,DN-1891,Air,0010-08-31,0010-07-20,0010-07-20
SO-36462,DN-1895,Air,0010-07-15,0010-06-28,0010-06-28
SO-36441,DN-1899,Air,0010-07-15,0010-06-28,0010-06-28
SO-36445,DN-1903,Air,0010-07-15,0010-06-28,0010-06-28
SO-36503,DN-1916,Air,0010-07-15,0010-06-28,0010-06-28
SO-36522,DN-1923,Air,0010-07-15,0010-06-28,0010-06-28
SO-36030,DN-1927,Air,0010-07-19,0010-08-04,0010-08-04
SO-36541,DN-1938,Air,0010-07-15,0010-06-28,0010-06-28
SO-36543,DN-1939,Air,0010-07-15,0010-06-28,0010-06-28
SO-36043,DN-1947,Air,0010-07-21,0010-07-21,0010-07-21
SO-35351,DN-1948,Air,0010-07-30,0010-07-22,0010-07-22
SO-35351,DN-1948,Air,0010-07-30,0010-07-22,0010-07-22
SO-35351,DN-1948,Air,0010-07-30,0010-07-22,0010-07-22
SO-37100,DN-1951,Air,0010-09-21,0010-07-19,0010-07-19
SO-36436,DN-1955,Air Charter,0010-08-16,0010-08-17,0010-08-17
SO-36770,DN-1965,Air,0010-08-24,0010-08-23,0010-08-23
SO-36911,DN-1968,Air Charter,0010-08-31,0010-08-17,0010-08-17
SO-36931,DN-1975,Air Charter,0010-08-31,0010-08-17,0010-08-17
SO-37190,DN-1981,Air,0010-08-17,0010-08-09,0010-08-09
SO-36890,DN-1984,Air,0010-08-31,0010-08-23,0010-08-23
SO-37200,DN-1985,Air,0010-08-30,0010-08-28,0010-08-28
SO-37080,DN-1990,Air Charter,0010-08-12,0010-08-17,0010-08-17
SO-36467,DN-1992,Air Charter,0010-08-12,0010-08-17,0010-08-17
SO-37300,DN-2008,Air,0010-09-30,0010-09-10,0010-09-10
SO-36881,DN-2012,Truck,0010-10-19,0010-09-25,0010-09-25
SO-36881,DN-2012,Truck,0010-10-19,0010-09-25,0010-09-25
SO-36741,DN-2015,Air,0010-09-30,0010-10-07,0010-10-07
SO-37390,DN-2016,Air,0010-11-23,0010-09-19,0010-09-19
SO-37400,DN-2017,Air,0010-11-23,0010-09-19,0010-09-19
SO-35380,DN-2019,Truck,0010-09-30,0010-10-04,0010-10-04
SO-37490,DN-2022,Air,0010-10-20,0010-09-28,0010-09-28
SO-37460,DN-2026,Air,0010-10-20,0010-10-25,0010-10-25
SO-37460,DN-2026,Air,0010-10-20,0010-10-25,0010-10-25
SO-37500,DN-2025,Air,0010-10-22,0010-11-10,0010-11-10
SO-37500,DN-2025,Air,0010-10-22,0010-11-10,0010-11-10
SO-37940,DN-2049,Air,0010-11-19,0010-11-17,0010-11-17
SO-37320,DN-2054,Truck,0010-12-31,0010-11-25,0010-11-25
SO-36730,DN-2059,Air,0010-11-26,0010-12-15,0010-12-15
SO-36870,DN-2060,Air,0010-11-30,0010-12-22,0010-12-22
SO-37430,DN-2080,Air Charter,0011-03-30,0011-01-09,0011-01-09
SO-41592,DN-2722,Truck,0012-09-05,0012-06-29,0012-06-29
SO-38180,DN-2084,Truck,0011-02-07,0011-01-14,0011-01-14
SO-37600,DN-2086,Truck,0011-03-10,0011-03-02,0011-03-02
SO-38330,DN-2092,Air Charter,0011-02-21,0011-02-16,0011-02-16
SO-38380,DN-2106,Air,0011-01-31,0011-02-22,0011-02-22
SO-38460,DN-2111,Air,0011-02-09,0011-02-07,0011-02-07
SO-37350,DN-2117,Truck,0011-03-31,0011-03-07,0011-03-07
SO-38110,DN-2118,Truck,0011-03-10,0011-02-25,0011-02-25
SO-38400,DN-2123,Air,0011-03-31,0011-03-15,0011-03-15
SO-37950,DN-2125,Truck,0011-03-31,0011-04-05,0011-04-05
SO-38840,DN-2129,Air,0011-03-31,0011-03-25,0011-03-25
SO-37700,DN-2137,Air,0011-03-31,0011-03-29,0011-03-29
SO-38300,DN-2139,Air,0011-03-15,0011-03-29,0011-03-29
SO-39010,DN-2151,Air,0011-04-07,0011-03-31,0011-03-31
SO-38540,DN-2153,Air,0011-04-20,0011-06-10,0011-06-10
SO-39560,DN-2227,Air Charter,0011-08-14,0011-05-25,0011-05-25
SO-38540,DN-2153,Air,0011-04-20,0011-06-10,0011-06-10
SO-38670,DN-2160,Truck,0011-05-31,0011-04-06,0011-04-06
SO-37730,DN-2158,Air,0011-03-24,0011-06-07,0011-06-07
SO-39160,DN-2165,Air Charter,0011-06-15,0011-05-11,0011-05-11
SO-38610,DN-2166,Air Charter,0011-03-31,0011-05-11,0011-05-11
SO-39170,DN-2167,Air Charter,0011-06-21,0011-05-11,0011-05-11
SO-38080,DN-2176,Air,0011-03-24,0011-04-28,0011-04-28
SO-39270,DN-2178,Truck,0011-04-04,0011-05-20,0011-05-20
SO-39270,DN-2178,Truck,0011-04-04,0011-05-20,0011-05-20
SO-38070,DN-2182,Truck,0011-04-14,0011-05-20,0011-05-20
SO-38960,DN-2183,Truck,0011-04-30,0011-05-20,0011-05-20
SO-38970,DN-2154,Truck,0011-04-11,0011-05-20,0011-05-20
SO-39340,DN-2193,Truck,0011-05-31,0011-06-23,0011-06-23
SO-38600,DN-2196,Truck,0011-04-14,0011-06-10,0011-06-10
SO-38420,DN-2199,Air,0011-05-31,0011-05-30,0011-05-30
SO-39510,DN-2205,Truck,0011-05-31,0011-06-15,0011-06-15
SO-39080,DN-2208,Air Charter,0011-06-21,0011-07-06,0011-07-06
SO-39590,DN-2214,Air Charter,0011-06-15,0011-07-06,0011-07-06
SO-39620,DN-2218,Air Charter,0011-06-15,0011-07-05,0011-07-05
SO-39710,DN-2235,Air,0011-10-13,0011-06-24,0011-06-24
SO-39410,DN-2239,Truck,0011-04-30,0011-06-20,0011-06-20
SO-39800,DN-2252,Air,0011-06-13,0011-07-05,0011-07-05
SO-39800,DN-2252,Air,0011-06-13,0011-07-05,0011-07-05
SO-39960,DN-2258,Air,0011-07-04,0011-07-20,0011-07-20
SO-39910,DN-2263,Air,0011-07-19,0011-06-28,0011-06-28
SO-40060,DN-2268,Truck,0011-08-31,0011-09-01,0011-09-01
SO-37841,DN-2282,Truck,0011-08-15,0011-08-11,0011-08-11
SO-38211,DN-2283,Air,0011-07-19,0011-07-21,0011-07-21
SO-38571,DN-2296,Air,0011-07-22,0011-07-22,0011-07-22
SO-38213,DN-2310,Air,0011-07-19,0011-08-11,0011-08-11
SO-38741,DN-2322,Truck,0011-09-29,0011-08-29,0011-08-29
SO-38635,DN-2325,Truck,0011-10-13,0011-10-13,0011-10-13
SO-38214,DN-2331,Air,0011-08-31,0011-08-24,0011-08-24
SO-38636,DN-2340,Truck,0011-11-30,0011-11-30,0011-11-30
SO-40440,DN-2348,Air,0011-10-18,0011-10-03,0011-10-03
SO-38950,DN-2349,Truck,0011-04-14,0011-08-05,0011-08-05
SO-39991,DN-2350,Air Charter,0011-11-03,0011-09-28,0011-09-28
SO-38733,DN-2357,Truck,0011-10-31,0011-09-26,0011-09-26
SO-40580,DN-2359,Air,0011-09-30,0011-10-06,0011-10-06
SO-39741,DN-2387,Air,0011-10-31,0011-10-24,0011-10-24
SO-40701,DN-2391,Air,0011-11-17,0011-10-18,0011-10-18
SO-38743,DN-2396,Truck,0011-12-10,0011-12-09,0011-12-09
SO-40770,DN-2405,Truck,0011-11-11,0011-10-31,0011-10-31
SO-38743,DN-2396,Truck,0011-12-10,0011-12-09,0011-12-09
SO-40800,DN-2422,Truck,0011-12-23,0011-11-19,0011-11-19
SO-40911,DN-2435,Truck,0012-01-09,0011-12-01,0011-12-01
SO-40620,DN-2443,Truck,0012-01-10,0011-12-22,0011-12-22
SO-40611,DN-2444,Truck,0012-02-07,0011-12-19,0011-12-19
SO-39750,DN-2445,Air,0012-01-30,0011-12-22,0011-12-22
SO-40550,DN-2446,Truck,0012-01-10,0011-12-22,0011-12-22
SO-40690,DN-2456,Air,0011-12-12,0011-12-12,0011-12-12
SO-38638,DN-2458,Truck,0012-01-31,0012-01-25,0012-01-25
SO-40662,DN-2464,Air Charter,0012-03-16,0011-12-18,0011-12-18
SO-40260,DN-2486,Truck,0012-02-29,0012-01-20,0012-01-20
SO-41130,DN-2492,Air,0012-03-16,0012-02-14,0012-02-14
SO-41131,DN-2493,Air,0012-03-16,0012-02-14,0012-02-14
SO-41132,DN-2494,Air,0012-03-16,0012-02-14,0012-02-14
SO-41133,DN-2495,Air,0012-03-16,0012-02-14,0012-02-14
SO-41136,DN-2498,Air,0012-03-16,0012-02-14,0012-02-14
SO-41136,DN-2498,Air,0012-03-16,0012-02-14,0012-02-14
SO-41137,DN-2499,Air,0012-03-16,0012-02-14,0012-02-14
SO-41137,DN-2499,Air,0012-03-16,0012-02-14,0012-02-14
SO-41138,DN-2500,Air,0012-02-10,0012-02-14,0012-02-14
SO-41146,DN-2510,Air,0012-03-16,0012-03-23,0012-03-23
SO-40360,DN-2518,Truck,0012-03-30,0012-03-08,0012-03-08
SO-38520,DN-2519,Truck,0012-02-29,0012-02-16,0012-02-16
