PRODUCT_ID,ITEM_DESCRIPTION,DOSAGE,UNIT_OF_MEASURE,LINE_ITEM_QUANTITY,WEIGHT,PACK_PRICE,UNIT_PRICE,LINE_ITEM_INSURANCE_USD
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,30685,5426,4.7,0.16,178.4
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,3746,See DN-3125 (ID#:82571),8.58,0.14,39.76
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,378,See DN-3125 (ID#:82571),2.26,0.04,1.06
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,91000,See DN-3131 (ID#:83136),2.26,0.04,254.4
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,90986,22001,4.7,0.16,528.98
"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,18597,7141,2.1,0.01,48.31
"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs","Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",600/300mg,30,3820,3917,14.57,0.49,68.85
"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,1500,575,2.1,0.01,3.9
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,35000,12877,7,0.12,303.06
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,120000,17470,10.52,0.35,1561.59
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,36390,17455,3.33,0.11,149.9
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,62168,22497,7,0.12,610.12
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",600/200/300mg,30,30598,3637,12.96,0.43,490.53
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,10347,1064,12.96,0.22,165.88
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,36273,4846,10.52,0.35,472.03
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,15117,8057,8.26,0.14,154.46
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,20000,5633,21,0.18,519.54
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,4026,410,7.27,0.12,36.21
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,96480,See DN-3256 (ID#:83149),3.33,0.11,397.42
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,7619,See DN-3256 (ID#:83149),7,0.12,65.97
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,1102,645,12.96,0.22,17.67
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,65615,See DN-3263 (ID#:83150),4.7,0.16,381.48
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,36007,19158,3.33,0.11,148.32
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,238,See DN-3268 (ID#:82595),3.33,0.11,0.98
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,378,See DN-3268 (ID#:82595),21.78,0.18,10.18
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,864,758,7,0.12,7.48
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,312,See DN-3269 (ID#:83711),7.3,0.08,2.82
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,2788,285,11.46,0.19,39.52
"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs","Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",30/6mg,60,638,45,1.9,0.03,1.5
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",10mg/ml,240,2191,823,1.95,0.01,5.99
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,9357,12264,3.33,0.11,38.54
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,98,7,9.3,0.1,1.13
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,3035,1722,7.27,0.12,27.29
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,67271,6041,7,0.12,660.2
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,48,29,4.7,0.16,0.28
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,4072,7791,3.33,0.11,16.77
"Abacavir/Lamivudine 60/30mg, tablets, 30 Tabs","Abacavir/Lamivudine 60/30mg, tablets, 30 Tabs",60/30mg,30,6000,290,4,0.13,29.69
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,75000,See DN-3366 (ID#:82612),8.58,0.14,796.01
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,70000,21510,11.15,0.37,965.48
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,12000,1749,8.58,0.14,127.36
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,228,See DN-3371 (ID#:83174),21,0.18,5.92
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,32000,See DN-3376 (ID#:83175),3.33,0.11,131.81
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,4637,426,3.89,0.06,18.54
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,80000,See DN-3413 (ID#:83181),2.31,0.04,228.6
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,12960,See DN-3428 (ID#:83186),20.22,0.17,324.16
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",600/200/300mg,30,269030,30923,12.3,0.41,4093.32
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,130437,18633,11.15,0.37,1799.06
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,3859,242,4.04,0.13,19.29
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,4200,180,3.89,0.06,20.21
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,5687,See DN-3458 (ID#:83196),9.3,0.1,65.42
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,59674,6959,8.58,0.14,633.35
"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs","Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",600/300mg,30,4837,1102,13.52,0.45,80.9
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,40435,9966,20.22,0.17,1011.37
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,142000,See DN-3476 (ID#:83198),8.58,0.14,1507.11
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,83000,10998,11.15,0.37,1144.78
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,66054,See DN-3483 (ID#:82633),11.15,0.37,911.05
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,8600,770,6.73,0.11,71.6
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",200/300mg,30,40000,7393,5.87,0.2,290.45
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,145400,10673,8.58,0.14,1543.2
"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs","Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",60/30mg,60,2085,699,4,0.07,10.32
"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs","Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",30/60mg,60,15000,Weight Captured Separately,2.15,0.04,39.89
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,4641,285,4.04,0.13,23.19
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,41076,5170,8.26,0.14,348.79
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,2100,See DN-3558 (ID#:83766),2.26,0.04,4.88
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,510,See DN-3561 (ID#:82654),9.3,0.1,4.88
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",600/200/300mg,30,25511,3041,11.89,0.4,375.21
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,137189,28696,11.15,0.37,1572.49
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,43460,See DN-3582 (ID#:82656),3.75,0.06,201.6
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,188,See DN-3585 (ID#:83223),1.99,0.03,0.38
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,2000,See DN-3586 (ID#:83224),20.48,0.17,42.11
"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,4000,2769,1.43,0.01,5.88
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,12965,1243,2.26,0.04,30.12
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",600/200/300mg,30,206508,22895,11.89,0.4,3037.31
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,40409,5977,10.87,0.36,543.35
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,1135,282,5.58,0.09,6.51
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,3386,15942,11.23,0.19,39.09
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,10040,See DN-3627 (ID#:83782),18.9,0.16,195.07
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,4300,See DN-3633 (ID#:82666),3.78,0.13,16.71
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,62,4,5.5,0.09,0.35
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,18800,802,3.75,0.06,87.21
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,4000,305,6.6,0.11,27.14
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,20000,1777,6.6,0.11,135.7
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,20000,1041,3.75,0.06,77.1
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,33171,7355,18.9,0.16,644.49
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,166295,17177,4.64,0.15,793.21
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,2880,546,10.78,0.36,31.92
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,1152,See DN-3712 (ID#:83795),8.11,0.14,9.6
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,450,See DN-3712 (ID#:83795),2.21,0.04,1.02
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,790,186,6.52,0.11,6.37
"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,507,185,1.85,0.01,1.16
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,84,9014,18.9,0.16,1.96
"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs","Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",150/30mg,60,5232,414,2.49,0.04,13.39
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",10mg/ml,100,45000,9014,1.3,0.01,60.14
"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs","Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",60/30mg,60,429,39,5.63,0.09,2.48
"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,156,100,2.1,0.01,0.34
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,49000,11107,18.9,0.16,952.03
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,2900,5621,8.26,0.09,24.62
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,63285,See DN-3794 (ID#:82694),8.11,0.14,527.61
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",10mg/ml,240,129,253,1.63,0.01,0.22
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,68113,See DN-3825 (ID#:82702),2.18,0.04,152.64
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,10868,1026,11.23,0.19,125.46
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",10mg/ml,100,1330,416,1.3,0.01,1.78
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",10mg/ml,240,2125,759,1.63,0.01,3.56
"Efavirenz 200mg, scored tablets, 90 Tabs","Efavirenz 200mg, scored tablets, 90 Tabs",200mg,90,1016,See DN-3842 (ID#:82706),9.3,0.1,9.71
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,2825,See DN-3843 (ID#:82707),3.73,0.06,10.83
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,320,See DN-3844 (ID#:82710),1.74,0.03,0.57
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,715,44,4.04,0.13,2.97
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,29804,1766,3.21,0.11,134.13
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,280,75,19.71,0.16,5.67
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,312,80,19.71,0.16,6.32
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,12713,2630,18.9,0.16,247
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,11553,516,3.73,0.06,44.3
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,715,116,11.23,0.19,8.25
"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs","Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",30/60mg,60,20000,1386,2,0.03,41.12
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,18317,581,3.89,0.06,88.14
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,31153,1739,3.75,0.06,120.09
"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs","Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",60/30mg,60,27847,1153,3.95,0.07,113.08
"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",30/50/60mg,60,37963,See DN-3972 (ID#:82740),3.6,0.06,140.49
"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs","Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",600/300mg,30,3244,288,13.49,0.45,44.99
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,2660,See DN-3975 (ID#:82748),3.14,0.1,8.59
"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs","Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",30/60mg,60,10893,735,1.99,0.03,22.28
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,49941,See DN-4012 (ID#:82755),2.21,0.04,113.46
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,7700,See DN-4032 (ID#:82757),11.23,0.19,88.89
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,29998,See DN-4032 (ID#:82757),19.38,0.16,597.64
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,950,76,4.6,0.15,9.42
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,350000,41041,9.76,0.33,4020.63
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,29996,See DN-4064 (ID#:82765),3.12,0.1,96.21
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,37500,3961,3.21,0.11,123.75
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,14420,1467,4.63,0.15,68.63
"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs","Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",30/60mg,60,14344,1023,1.99,0.03,29.34
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,2173,4076,11.36,0.19,25.38
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,380000,See DN-4096 (ID#:83304),9.76,0.33,3812.65
"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs","Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",60/30mg,60,11106,See DN-4101 (ID#:82773),4.09,0.07,46.7
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,117112,15735,9.76,0.33,1175.02
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,2361,1255,10.25,0.34,28.48
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,10059,632,2.18,0.04,25.81
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,41416,7521,3.21,0.11,136.67
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,5280,See DN-4115 (ID#:83306),11.23,0.19,60.95
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,164867,14794,6.6,0.11,1118.59
